Date,Close,기사날짜,기사제목
2018-11-15,2088.060059,2018.11.14,"[' 회계 개혁 찬물 끼얹나  삼성바이오 사태에 회계업계 술렁', '유가 급락   항공주 상승 날개 정유주 검은 눈물', '증권가  삼바 상폐까진 안갈것    삼성물산 합병 이슈로 옮겨붙나', '증선위원장  삼성물산 재무제표 변화 감리 필요성 검토 ', '증선위  고의성 있다  삼바  정상회계  최종결론 법원 몫으로', '분식회계 결론 삼성바이오로직스 코스피 상장 과정 살펴보니 ', '삼바 편입했는데 국내 주식형펀드 80   날벼락 ', '증선위  삼바 고의적 분식회계 결론 상장폐지 심사 수순 상보 ', '시총 6위 삼바에 회계부정 낙인 미래 먹거리 바이오산업에 찬물', '거래소  보름간 심사후 결론   투자자 집단소송 불보듯', '삼바주식 매매정지 개미들 날벼락   증시  핵폭탄 급 파장 예고', '  회계 조작’ 삼성바이오 상장폐지 여부 촉각 남은 절차는  ', 'MSCI 편입 효과 짧았다 맹신 경계해야', ' 유가 급락에 투자심리 훼손 코스피 2060선 마감', '삼성바이오로직스  증선위 판단 유감 행정소송 불사 ', '국제유가 폭락 영향 금리 소폭 하락', '삼성 즉각 반박  증선위 논리 이해 안돼 ', '삼성바이오 사태  韓증시에 어떤 파장 일으키나', '증선위  삼성바이오 4 5조 분식회계 결론 대표해임·검찰고발', '日 소폭 반등  中은 소비부진에 반락']"
2018-11-16,2092.399902,2018.11.15,"['수익성 악화된 코스닥社 매출 늘었지만 영업이익 감소', '中  美 요구에 답장 원·달러 환율 하락', '한한령 해제 신호  中 소비주 대거 상승', '코스피기업 10곳 중 6곳  작년보다 돈 못 벌어', '시총6위  삼바  멈추자 코스피 왜곡 우려', '삼바 거래정지에도 바이오주 꿋꿋  투심안정', ' 중국발 호재에 코스피지수 상승 마감 화장품주 강세', '코스피  기관 사자에 상승 마감 코스닥 1 ↑', '삼성물산 감리하나 증선위서 합병까진 검토 안돼 종합 ', '가상통화 17조 증발 하드포크 논란으로 1년 만에 최저 종합 ', ' 2012년’과  2015년’ 삼바 관계사 회계는 왜 달라야 할까', '코스피社  3분기 누적 순익 1 92 ↑   삼성전자 빼면 8 하락', '中 단체관광객 소식에 관련주 급등 톱픽 종목은 ', ' 外人 매도 2060선 초반에서 힘빠진 코스피', '삼성바이오 사태가 주식시장에 미치는 영향은 ', ' 쌓여있는 악재   10월의 연장선 ', '美·中 갈등 완화 분위기에 中증시 상승', '코스피 주시하며 오르락내리락', '코스피 5거래일만에 상승 마감 2090선 코앞', '산 넘어 산 바이오株  불확실성 계속되는데 ']"
2018-11-19,2100.560059,2018.11.18,"[' 미중 무역분쟁 타협 기대속 지나친 낙관은 경계', '여전한 박스권 미중 무역분쟁 완화 기대', ' 英 브렉시트 혼란 속 美 쇼핑 시즌', '국내 증시  미국發 훈풍타고 완연한 회복세로 전환될까 ', ' 미중 무역분쟁 완화 여부 주목', ' lt;뉴욕증시 주간전망 gt; 추수감사절 소비 기대와 무역협상']"
2018-11-20,2082.580078,2018.11.19,"['국내외 불확실성 걷힌 증시 어디까지 오를까', '11월 코스피  美·日보다 참  잘했어요', '폭스바겐 날개 단 SK이노베이션  훨훨 ', ' 통신주  내년이 더 좋다 ', '美 금리인상 신중론에도 원·달러 소폭 올라', ' 코스피지수 19거래일만에 2100선 회복   제약주 강세', '꿈의 3000 꿈꿨던 코스피  2000선에서 허우적 ', '3분기 어닝 시즌 끝 투자자 눈치보기 여전하지만', ' 탄력받는 주주행동주의  저평가 자산주 주목해야 ', '개인투자자 돈 3 2조 묶였다   삼바 쇼크 나비효과는', ' 개인 外人 매도 코스피  2090선 초반서  주춤’', '삼성바이오 없는 증시 톱 서열 재편 움직임 ', '금융당국  “MSCI 선진국 지수 편입  추진계획 없어”', ' 법령 없어 위반 아니다  구멍뚫린 현대엘리  CB 콜옵션 ', '삼바 없어도 바이오株 쑥쑥', '조선株 물들어오니 중공업 ETF 순항', '美中 무역협상 안갯속 전망에도 상승', '연준 2인자의 금리 인상 신중론', '코스피  기관 사자에 2100선 회복 코스닥도 700선 마감', ' 실적 장세는 없다 ’ 코스피 4분기 실적 먹구름']"
2018-11-21,2076.550049,2018.11.20,"['BIS 사무총장  한국 경제 견조 美금리 올려도 대응 잘할 것  종합 ', '실적주 20 20 20 클럽 노려라', '현대車  9년 만에 주가 10만원선 깨져', 'G2 정상회담 앞둔 관망세 원·달러 소폭 내려', ' 코스피 외면하는 외국인 코스닥 떠나는 기관', '현대차  9년 만에 주가 10만원 붕괴 업황 먹구름', '증선위  고의적 분식회계 삼성바이오로직스 검찰 고발', 'IT株 부진에 노곤해진 韓증시  2000·600선 유지 1 씩하락', '반도체 불황 오나 아이폰 꼭지론에 무역전쟁까지 악재산적', '제약·바이오주  불확실성 제거  기술 이전 날개달고 반등 성공', ' 한 달만에 2100선 회복한 코스피  상승세 유지 기대난', ' 外人 매도 2080선 주변에서 고개 숙인 코스피', '초대형증권사 3분기 실적 천양지차 KB 웃고 미래에셋 울고', '상장사 실적 기대감  전세계 증시 중 가장 많이 꺾여 “매수시점 아니다”', '거래정지 된 삼성바이오  증권가는  ETF 지수 제외’ 촉각', '상장직후로 돌아간 카페24 주가  일본 앞세워 반등할까', '美 증시 급락에 코스피 2080선으로 후퇴 4거래일만에 하락 마감', ' 올 겨울도 춥다  의류株 들썩', '금통위 대기모드 금리 보합', '美 기술주 급락 후폭풍  中 상하이 2 하락']"
2018-11-22,2069.949951,2018.11.21,"['차이나  코스닥서 또 차이나 차이나그레이트  사채원리금 254억 미지급', '삼바 검찰고발 직후 바이오산업 다독이기 나선 최종구', '주춤했던 스팩 약세장 흐름 타고 부활', '갈팡질팡 코스피 마라톤株로 달려라', '내년 실적전망 13조差 삼성전자  시계제로 ', '호빵株 SPC삼립  겨울 앞두고 바닥탈출 기대', ' 환율 부담에 외인 팔자   코스피 2070선 턱걸이', '광군제에서 드러난 K 뷰티의 저력 화장품株 화색', '탈중앙화 내건 블록체인의 민낯 독과점  가상화폐 침체기 내년까지 갈 것 ', '대유에이피  내달 코스닥 입성  자동차 핸들 제조 국내 1위 ', ' 요동치는 국제유가  더 떨어질까 ', '위기 빠진 바이오주 구하라 특단 대책 내놓는 금융당국', '미국발 악재에 코스피·코스닥도 상승분 반납  1980선 열어놔야 ', '코스피  대외악재에 하락국면  반도체보단 건설업종 관심 ', ' 美 증시 이틀째 급락 코스피도 2060선 반납', ' 박스피’ 장세  과대낙폭 이익개선  삼성3인방’ 주목 ', '배당성향 2배 오르면 코스피 9  상승', '외국인 다시 셀코리아 7거래일 연속 순매도', '반나절만 간 美증시 한파  中 상승반전', '코스피  외인 팔자에 이틀 연속 하락 2070대로 밀려']"
2018-11-23,2057.47998,2018.11.22,"['증선위원장  주식거래 정지 삼바 불확실성 오래 안 가야  종합 ', '세타2엔진 美서 추가 리콜 가능성에   현대차그룹주 역주행', '기관 17일째 팔자   코스닥 외면하나', '추운 가을 보낸 쇼박스·NEW  연말 성수기 희비 갈리나', '외국인·기관 쌍끌이 매수 대한항공 주가 날았다', ' 투심 위축되며 코스피지수 하락 마감 자동차주 급락', '미·중 무역협상 낙관론 원·달러 환율 하락', '현대차그룹株 품질의 악몽 연일 신저가 쇼크', '광군제에선 화장품  미국 쇼핑시즌엔 ', '국제 유가 급락에 환율까지 올라 국내 증시 영향은  ', '매수강도 약해진 코스피  배당투자가 유효한 국면 ', ' 코스피 2070선  위협’ 외인 8일 연속  팔자’', ' 추수감사절 2가지 관전포인트   아마존 연휴매출·애플 주가  ', ' 기술주 하락세 일단 진정', '뉴욕증시  IT주 반등에 오름세   다우  막판 하락 등 불안 여전 ', '금통위 대기모드 박스권 장세', '미중 정상회담 호재에도 中 약세', '아시아나그룹 계열 IPO 순풍   에어부산 상장예심 통과', '外人 8거래일 연속 순매도 코스피 2060선 후퇴', ' 美 기술주 반등  韓 증시 상승출발 후 매물 출회 가능성 ']"
2018-11-26,2083.02002,2018.11.25,"[' 미중 정상회담 초읽기   무역분쟁 경계심리 여전', ' 미중 정상회담 초읽기 과도한 낙관은 경계', 'G2 휴전협상 이룰까 무역분쟁 향방에 쏠린 눈', ' 한은 기준금리 올리나 미중 정상회담도 주목', ' 美 긴축종료 임박  파월 신호 주목', ' lt;뉴욕증시 주간전망 gt; 미·중 정상회담 초읽기 연준에도 촉각']"
2018-11-27,2099.419922,2018.11.26,"['변동성 큰 장세  현금 부자 기업에 눈길', '2018년 118년 만에 닥친 재테크 최악의 해', ' 증시 연초 이후 반등 vs 美中 경기 내년 3 4월까지 모른다 ', '반도체업황 흐린데 美캐피털  하이닉스 매집 왜 ', '50弗대로 떨어진 WTI 항공株  함박웃음  원유· 러펀드  눈물 ', '모건스탠리  한국주식 더이상 팔지마라 ', '한화 35 하락·현대車 29 하락 10대그룹 시총 195조 증발', '되살아난 개미 투심', '통신장애 악재  KT  주가는 선방 왜 ', ' 모처럼 힘쓴 기관 1  이상 오른 韓증시', '미·중 정상회담 경계감 환율 소폭 내려', '미워도 바이오주 피어오르는 2019년 R amp;D 기대감 ', '코스닥 15개사  관리종목 지정 코앞  3년 넘어 올 3분기도 영업손실', '실적 시즌 끝났다 이벤트에 주목하는 증시', '中 CERCG 부도사태 금소원 “이르면 연말 주관사 형사고발”', '이번주 美中 정상회담 증시에 단비될까 ', '10대그룹 시가총액  1년새 19 2  감소', '코 앞으로 다가온 금통위 채권 보합', '美 블프 실적 기대에 日도 상승 ', '코스피  기관 매수에 닷새반에 반등 2080선 탈환']"
2018-11-28,2108.219971,2018.11.27,"['매력 커진 배당주 펀드에 투자금 몰린다', '카드 수수료 인하에 웃는 편의점株', '외국인·기관  쌍끌이  코스피 장중 2100 회복', '황사까지 겹쳐 미세먼지株  고공행진 ', '3유 타고 신바람 난 ETF', '미·중 정상회담 경계감 지속 환율 0 5원↑', '돌아온 외국인 삼성전자와 현대차  선택했다', '미·중 화해 기대감에 코스피 2100 문턱 마감', '증권사 락바텀 전망 무색 바닥 뚫고 지하로', '카드수수료 인하 vs 최저임금 인상  편의점株 웃었다', ' 코스피 2090선 찍고 다시 내림세 전환', '연말 사상 최대 숏커버링 오나 GS홈쇼핑·호텔신라 주목', '저유가의 공포  정유 화학주 어닝쇼크 우려감 확산', ' 가뭄에 단비’ 삼성전자  SK하이닉스  배당주펀드 자금 몰린다', '화재 여파 KT 주가에 찬물 끼얹나', '국채선물 대거 매수한 외국인', '트럼프 관세 경고에 제동 걸린 증시', '코스피  外人 매수에 2100선 턱밑 코스닥은 700선 회복', ' 연말까지 저조한 증시 변화는 기대난망 ', 'NAVER  엇갈리는 2019년 전망 속 나흘째 반등']"
2018-11-29,2114.100098,2018.11.28,"['무차입 공매도 골드만삭스  75억 사상최대 과태료 철퇴', '車→인터넷→화장품株 연말 순환매 장세', '가격 인상 기대 빙그레株 방긋', '연말 앞둔 증시 배당주 투자  막차 타볼까', '쌍끌이에 힘받는 4분기 실적株', '관망세 속 네고물량 유입 원·달러 환율 하락', ' 트럼프·시진핑 만남 기대감에 코스피 2100선 마감', '약세장서 50만원대 신고가 뚫은 엔씨소프트 저력 ', '방어주·배당주·5G 상용화까지 호재 넘치는 통신주', '미디어·공매도株  정체된 시장에서의 기회', ' 外人 기관 매도 코스피  2100선 안팎  오르락 내리락’', '코스닥 반도체 기대주의 날개없는 추락', '“더 빠질게 없다 ” 믿다가는 낭패 ', '악재로 주저앉은 편의점주의 반전 ', ' 올해 증시 성적표  트럼프 시진핑 회담에 달려 ', '아마존·구글  FAANG으로 묶지마 ', '미중 무역합의 기대에 中·日 1 대 상승 ', '코앞으로 다가온 금통위 한산한 시장', '美中 무역협상 앞두고 기대감 확대 코스피 2100선 회복', '뉴욕증시  무역분쟁 완화 조짐에 상승  국내 증시도 긍정적 ']"
2018-11-30,2096.860107,2018.11.29,"['파월 의장  비둘기파적’ 발언에 증시 반색', '韓 조선주 상승 이유 있다   中 선박 건조 “품질 못 믿어”', '제재불안 걷히니 제약·바이오 꿈틀', '개미들 코스닥서 더 샀다', '오일뱅크·바디프랜드 IPO 내년엔 봄날 ', '미니스톱 새주인 놓고 롯데 vs 신세계  격돌 ', ' 비둘기 파월도 달구지 못한 뒷심부족 韓증시', '파월 의장 비둘기 발언에 증권주도 훨훨', '자금 블랙홀 한화 고배당ETF 한달새 1000억 뭉칫돈', '“내년도 美달러 고점 통과 신흥국 투자 긍정적”', '돌연 비둘기 된 파월 원·달러 1110원대 하락', '거품 걷어낸 음식료株  투자 매력  쑥’', '문턱 낮춘 코스닥 새내기주 부실 우려 ↑', '삼성바이오로직스 상폐 여부  거래소 기심위에 정식 상정될 듯 ', '비둘기 파월 1 9  아래로 떨어진 국고3년', '美中 정상회담 기싸움에  中 증시 하락', '해외 수주 기대감에 건설株  방긋 ', '코스피  외인 적극 매수에 2110선 회복 코스닥은 690선 후퇴', ' 성장성 특례 상장 1호’ 셀리버리   제2의 카페24’ 될까', 'FAANG지수 25  급락 이젠 따로 움직인다']"
2018-12-03,2131.929932,2018.12.02,"[' 美·中 협상 긍정적 분위기 기대  단기 반등  2100선 안착 시도', ' 휴전 미중 후속 협상과 연준 통화정책 주목', '유가·금리·환율의 방향성 제시할 이벤트 집중', ' 무역전쟁 제2라운드  車 관세 주목', ' lt;뉴욕증시 주간전망 gt; 미·중 타협이냐 충돌이냐 파월 발언도 촉각']"
2018-12-04,2114.350098,2018.12.03,"['美·中 통상 休戰 낭보 코스피  이달 2200 고지 넘본다', '셀트리온  삼성바이오로직스를 넘어섰다', '다시 질주하는 자동차株  자동차 부품株도 함께 달린다', '미·중 무역전쟁 멈추자 자동차株 달린다', '미·중  휴전’ 원·달러 2개월來 최저 1110 70원', ' 대외호재에 코스피 2130선 안착 증권가  산타랠리 기대할 만 ', '韓증시  美中 무역휴전 호재에 2130·710 상승', '미·중 무역전쟁 휴전 소식에 코스피·코스닥 1  넘게 상승세', '유가 오를 일만 남았다  유가 DLS  봇물’', '부양책 기대에 中펀드  훨훨’ 크레딧 리스크 먹잇감 우려', '“회계 논란  감사위원회 기능 통해 풀어가야할 문제”', ' 큰 손’ 연기금 손길 못잡는  KRX300’', '미·중 무역전쟁 휴전 소식에 증시도  휴  ', ' 美 中 무역 갈등 완화에 외국인 기관 매수 코스피  2130선  터치’', '톱텍  155억원 규모 배임혐의 발생  4일부터 매매정지', '산타랠리의 부족한 2  美·中 통화정책', '미·중 무역전쟁  휴전’ 효과 채권 약세', '美·中 무역분쟁 완화에 급등 상하이 2 57 ↑', '미·중 무역분쟁 완화 훈풍 코스피·코스닥 1 대 상승', '美中  3개월 휴전’ 시간 번 증시 연말 산타랠리 기대감이 커진다']"
2018-12-05,2101.310059,2018.12.04,"[' 이틀 못간 미·중 휴전 약발', '원유·원자재·석탄 주가 상승 3박자 갖춰진 한국전력', '미·중 휴전 훈풍 원·달러 환율 5개월여來 최저', '약세장 거슬러 급등한 대림산업  “아직 더 간다”', '반등 힘실리는 수출주 기계·2차전지  찜’', '  中  여전히 美무역분쟁 잡음  韓증시 연동성은', '기술의 조선  株目’할 때가 왔다', '배당매력  뚝’ 떨어진 한전', '무역분쟁·美금리인상 쉼표에 반등 기대  과도한 낙관론  지적도', ' 外人 기관 매도 2120선 밑으로 다시 밀린 코스피', ' 미·중 무역협상 결과에 반색하며 상승', ' 트럼프 딜패턴 전개 vs 이견 극복 어렵다 ', ' 미중 무역합의가 마련해준 천금의 숏 Short  기회 ', '3대 지수  美中 무역분쟁 휴전 합의에 상승   다우  1 1 ↑', '하루 만에 흔들린 미중 협상 기대감', '경기 둔화 우려에 축 처진 수익률곡선', '코스피  기관 매도에 2110선으로 후퇴', 'LCC주 급락 새내기 에어부산  울상’', '미중 증시 동반상승 이달 중순 실무진 협상 불확실성 대두', '증시 반등 vs 변동성 여전']"
2018-12-06,2068.689941,2018.12.05,"['11년만에 금융위기 데자뷔 韓·美 채권시장 동시 먹구름 종합 ', '연말 틈새 투자전략 키워드는 실적·숏커버링·배당', '글로벌 대세 FAANG에서 MAG로 압축', '美 주도주  대형 기술주→콘텐츠주로 바뀐다 한국은 ', '미국마저 꺾이나 투심 위축되며 원화 약세', '美 경기 둔화 우려에 코스피 하락 공포 언제 사라질까', '미·중 관세휴전 벌써 약발 떨어졌나 다시 추락하는 증시', '지배구조개편 본격화 관련주 기대', ' 外人 매도 코스피  2100선 밑으로  뒷걸음질’', '“부동산 끝났다” 사옥 파는 증권사들', ' 질주’ 제일기획 vs  추격’ 이노션  “박스권장에 매력적 종목”', '올핸 된서리 맞은 스펙 SPAC  합병株', '강달러 진정  원화강세 놓고 엇갈린 전망', ' 채권시장서 울리는 美 경기침체 경고음 ', ' 미국 장단기 국채 금리 역전 가능성에 하락', '신작게임 기대감에 넷마블·엔씨가 뜨겁다', '무역분쟁 비관론에 中 증시 하락', '美 따라 더 누워버린 韓 수익률곡선', ' 코스피  美 경기둔화 우려에 2100선 턱걸이', '미국 국채금리 하락 美 경기 둔화 우려 영향은 제한적']"
