,Date,Close,기사날짜,기사제목,EMA
287,2020-01-02,94700,2020.01.01,"['해외 신재생에너지 투자시장 못 따라가는 한국', '수출 10년만에 두자릿수 마이너스 반도체 살아나도  가시밭길 ', '美中리스크 완화에 D램 수요회복  기대감 ', '연초부터 기대감 한몸에  반도체株 목표주가 상향', '작년 수출  10  최악  한·일 갈등 봉합돼야 한국경제 산다', 'AI가 일상이 된 미래 제시  4대 그룹 경영진 CES 총집결  미리보는 CES 2020 ', ' 다시 유동성 파티 신흥국株 주목하라 ', ' 새 출발 2020 다시 뛰는 기업들  SK  혁신기술로 미래 성장동력 키운다', ' 새 출발 2020 다시 뛰는 기업들  위기의 기업들 혹독한 변혁으로  飛上  꿈꾼다', ' 새 출발 2020 다시 뛰는 기업들  AI 반도체·수소車 미래산업  글로벌 초격차  벌린다', ' 기고 韓 네덜란드  반도체이어  그린수소  협력 강화 기대', '2019년 증시 이끈 업종은 반도체·정보기술', '코스피 대형주 오를 때 소외된 중소형주  새해엔 빛 볼까']",90050
288,2020-01-03,94500,2020.01.02,"[' 신년사  이석희 SK하이닉스 사장  불확실성  원가경쟁력 확보로 돌파 ', 'SK  AI·디지털 접목  딥체인지  가속도', '전기차 비전  SK인사이드  CES서 공개', ' 2020 재계가 뛴다  어둠을 깨우는 쥐처럼 기업  움츠린 한국 氣 살린다', ' 신년기획  증권사들이 꼽은 올해 유망 종목은  ITC·콘텐츠·모빌리티 주목 ', ' Bull amp;Bear  한미반도체  업황개선 기대에 급등', '엔지스  신성장동력 위해 반도체장비社 인수 ', '코스피  외국인·기관 매도 공세에 하락 마감 2170선 후퇴', '새해 문연 코스피  개인 매수에 상승 출발 후 하락 전환', ' 신년사  이석희 SK하이닉스 사장  원가 획기적으로 개선하겠다 ', ' 단기 급등’ 반도체 주가 조정  저평가 경기민감株 주목할 때', ' fn마감증시  새해 첫 거래일  코스피 1 대 하락', '“삼성전자  올해 분기 영업익 지속 증가할 것” 신한금융투자', '02일  기관 거래소에서 삼성전자  1 08    SK하이닉스  0 64   등 순매도', '02일  거래소 외국인 순매수상위에 금융업 업종 5종목', 'IT주 前고점서  헐떡  부품·헬스케어 부각  1월 순환매장 오나', '대장주 삼성전자  2020년 재도약 반도체 기대감  충만  한민수의 스톡뷰 ', ' 박성완의 이슈 프리즘  2020년   대외변수  핑계는 없다', ' 현대차는 실적 질주  현대중공업·한화 흑자전환 ', '박정호  5G로 일하는 문화 혁신  황창규  AI 세상 주도 ', ' 1월  지수는 기다리고 종목이 간다 ', '삼성·SK하이닉스 쓰는  고순도 불산   국산화율 더 높였다', ' 개미의 반격  오를만큼 올랐다  반도체 팔고 하락  베팅 ', 'SK이노  우리만  아니요  고객도 혁신시켜드립니다 ', ' 개장전  2020년 개시  대내외 여건은 우호적', '장 마감 후 주요 공시   2019년 12월31일', '이석희 SK하이닉스 사장  전략 시장 확대에 총력 ', ' 신년사  SK하이닉스 이석희 대표이사  원가경쟁력 확보 최우선 ', '구조조정 마친 전자업계  올해  재도약  노린다', '새해 첫날 코스피 1  하락 기관 매도에 2 180선 붕괴 종합 ', 'SK이노베이션  CES서 미래 전기차 비전  SK인사이드  공개', '새해 첫날 코스피 혼조 상승 출발후 2 180선 붕괴 종합 ', '새해 맞은 재계 총수들  혁신성장·지속가능성·디지털  강조']",90473
289,2020-01-06,94300,2020.01.05,"['5G·디스플레이·IoT가전 선도기술 뽐내는 韓기업', '반도체 공장  정전 사고 반복에 SK하이닉스 자체발전소 재조명', '반도체  소부장株  꿈틀  실적개선 초읽기 ', ' 한국금융·키움證  투자 유망 엔씨소프트  영업익 38  늘 듯 ', ' 10년 먹거리 찾는다   CEO 서밋 된 CES', '전자업계  4분기 실적 발표 임박  바닥 탈출 기대감 ', ' 증시풍향계  삼성전자 4분기 실적·美 이란 갈등 주목']",90838
290,2020-01-07,94000,2020.01.06,"[' CES 2020  SK텔레콤  5G 기반 미디어·모빌리티 기술 공개', 'SKT 전시관 8배 확장 5G기반 첨단기술 대거 공개', '기지개켜는 반도체가격 희망가 부르는 코스피', 'SK텔레콤  CES 2020서 5G 기반 미디어·모빌리티 시대 연다', ' 통신 1등 과  TV 1등 이 만나  SKT  삼성전자와 함께  5G 8K TV  세계 최초 공개 CES 2020 개막 ', ' fn오전시황 코스피  중동 불안 여파   2160선으로 밀려', 'SKT  차세대 미디어·모빌리티 시장 선도할 것 ', ' CES 2020  가는 SKT  5G 미디어·모빌리티 시대 연다 ', '06일  외국인 거래소에서 삼성전자 0 00    엔씨소프트  2 48   등 순매수', ' 에이치시티  5G 투자 확대로 주목 필요 ', '최고가 목전 삼성전자·하이닉스 증권가  더 오른다 ', 'SKT   5G 미디어·모빌리티  들고 CES 2020 간다', '미국·이란 긴장 고조 코스피  장중 2150선까지 하락', ' 상장사 10곳 중 9곳  올해 실적 작년보다 좋아진다 ', '소부장 투자상품  7일만에 목표수익 달성 상환완료  대박 ', '중동 리스크로 코스피 1 ·코스닥 2 대 급락 종합 ', 'SKT   CES 2020 서 5G 기반 미디어·모빌리티 기술 공개', 'SKT   CES 2020 서 5G 기반 미디어·모빌리티 기술 공개', '코스피  중동 긴장고조에 하락 출발 장중 2 150대 후퇴 종합 ', ' 5G 기반 미디어·모빌리티 시대 연다  SKT  CES 도전장']",91139
291,2020-01-08,97400,2020.01.07,"[' CES 2020  SK하이닉스  5G·AI 사용한 반도체 기술 뽐내', 'SK하이닉스  CES서 AI·5G 반도체 기술 선보여', '이란 사태에도 외국인 반도체·금융株 샀다', '코스피  외국인·기관 동반 매수에 상승 출발', '반도체 독점기술 보유 에프에스티 주가  훨훨 ', ' CES2020  반도체 굴기  SK하이닉스  메모리 중심의 세상 만든다 ', ' 메모리 중심 세상  선두에 SK하이닉스  읽기·쓰기 6배 빨라진 SSD 첫선 CES 2020 ', ' CES 효과 실종’ 반도체업계  삼성전자 실적발표에  촉각’', ' fn마감시황  코스피  외국인  사자 에 2170선 회복', ' CES 2020  SK하이닉스  SSD신제품 CES서 대거 공개', '07일  거래소 기관 순매수상위에 화학 업종 5종목', '07일  거래소 외국인 순매도상위에 전기 전자 업종 4종목', '동박 부문 라이벌로 떠오른 SKC·일진머티리얼즈', '한미반도체 수주공시     반도체 제조용 장비 및 자동화 구축 17 2억원  매출액대비 0 79  ', '한미반도체  SK하이닉스와 17억원 규모 계약', '반도체도 CES 출격  삼성·SK AI·5G·IoT 특화 메모리 선보여', ' 단독 미국과 손잡고 소·부·장  극일  속도낸다', '코스피  외국인 매수세에 하루만에 반등', 'SK하이닉스가 만드는  미래도시  CES서 반도체 기술 전시', 'SK하이닉스  CES 2020 참가', 'SK하이닉스  CES 2020 참가', '코스피 1  올라 2 170선 회복 코스닥도 1 대 상승 종합 ', '코스피  외인 매수에 상승 출발 장중 2 170선 회복 종합 ', ' 코스피 상장사  작년 영업이익 45  감소 ']",91735
292,2020-01-09,99000,2020.01.08,"[' 특징주  삼성전자·SK하이닉스  하락장에도 상승세', '급락장 떠받친 코스피 원투 펀치 삼성전자 깜짝실적·SK하이닉스 신고가', ' CES 2020  고동진·박정호  삼성 전시관서 협력방안 논의', '증시 부진에  시총 1兆 클럽  성장세도  주춤  신규 상장 빼면 감소', '이란  미국 공격에 금융시장 휘청 코스피 1 ·코스닥 3 대 급락', '코스피  이란 미국 공격에 장중 2150선 붕괴 코스닥 3  넘게 빠져', 'SKC 美  CES 2020 서 고부가·고기능 모빌리티 소재 선보여', '백군기 용인시장   올해 두 자릿수 이상 기업 유치 ', ' fn마감시황 코스피  외국인 매수에도 2150선 초반', ' fn오전시황 코스피  기관·금투·연기금 매도에 2150선', ' fn오후시황 코스피  기관·금투·연기금 매도에 2150선 후반', ' SK하이닉스  52주 신고가 경신  단기·중기 이평선 정배열로 상승세', '삼성전자·하이닉스  하락장서 나란히 신고가', '08일  기관 거래소에서 SK하이닉스  3 62    카카오  0 31   등 순매수', ' SK하이닉스  5  이상 상승  4Q19 Preview  사이클 반등은 이제 시작이다     한국투자증권  BUY 유지 ', ' 반도체 불황 터널 끝 보인다  삼성  낸드서도 수천억대 흑자', '김경수 경남도정 세 가지 키워드는  청년  교육  동남권 메가시티 ', '국내 하나뿐인 경주 양성자가속기  2만 시간 7년 무사고 운전기록 달성', '08일  외국인 거래소에서 삼성전자  1 79    삼성전자우  0 86   등 순매수', '이란 미사일 공격에 증시 휘청 코스피  2150선 겨우 지켜', '이란 공격에 얼어붙은 증시 코스피 2150선·코스닥 650선 무너져', '증시 급락  환율 급등 이란 美기지 공격에 금융시장  대혼란   종합 ', ' 王실장  노영민 1년 삼성전자 송전탑 물밑 해결', '이란 공격에 금융시장 출렁 코스피 1 대 하락·원·달러 급등', '증시하락에도 오르는 반도체 SK하이닉스 사상 최고가 경신', ' 특징주 SK하이닉스  역대 최고가 기록 10만원 돌파 눈앞', '美 이란 戰  주식 매수 타이밍  한달이면 주가 회복', '키움증권  ELS 청약하면 5만원 드려요 ', '백군기 용인시장  대규모 투자유치 등  Up grade 용인’구체화 계획 밝혀', '최재원 SK 수석부회장  자율주행차 현실화 많이 됐다 ', ' 특징주  SK하이닉스  2주 만에 역대 최고가 경신 종합 ', '이란 美 보복공격에 코스피 1 ·코스닥 3 대 급락 종합 ', '이란 美 보복공격에 코스피 1 ·코스닥 3 대 급락 종합2보 ', '국민연금  작년 4분기에 반도체 관련주 사들였다', '이란 사태에도 외국인 한국증시 순매수 행진  반도체 사랑 ', '이란 사태에도 외국인 한국증시 순매수 행진  반도체 사랑  종합 ', '코스피  이란 對美 공격에 급락 출발 장중 2 150선 붕괴 종합 ', '작년  시총 1조클럽  상장사 1곳상승 신규 상장 빼면 감소']",92427
293,2020-01-10,98900,2020.01.09,"['반도체 필수 장비 중국 도입 막는 미국    일본보다 한수 위 ', '중동 불안감 완화에 코스피 1 대 급등 하루 만에 낙폭 회복', ' MK라씨로  임상 호재로 급등한 신라젠 기관·외국인은  팔자 ', '09일  외국인 거래소에서 SK하이닉스  1 64    휠라코리아  4 38   등 순매도', '키옥시아 화재에 뛴 韓 반도체  업황 회복 가속화할 변수 ', '수익성 악화에 팍팍해진 기업 운용자금 1년새 76  줄었다', '중동 불안 완화에 코스피 2180선 탈환 원·달러 11 7원 급락', '09일  기관 거래소에서 KODEX 코스닥150 레버리지  8 44    KODEX 레버리지  3 15   등 순매수', '미국·이란 갈등 완화에 코스피 2180선 회복 中 폐렴주 급등', '미국·이란 위기 진정에 증시 안도 원·달러 환율 1160원대 근접', ' 선임기자 칼럼  27대 한국노총 위원장이라는 자리', ' 주 한진·대한항공· 주 효성·대림산업 3월 주주총회 때 국민연금 타깃 되나', '애플 주가 비싼데  삼성전자는 왜 쌀까', '트럼프  보복 자제 에 증시 급반등 반도체株 연일 초강세', '오션브릿지 수주공시   반도체 제조장비 공급계약 190 6억원  매출액대비 20 23  ', '중동發 전쟁위험 하락 코스피·코스닥  반등 ', '삼성전자 사상 최고가 경신 45년만에 주가 1000배  UP ', ' 특징주  이게 얼마만이야  삼성전자 역대최고가 경신', '중동불안 진정 코스피 1 ·코스닥 2 대 반등 출발 종합 ', '미 이란 갈등 진정 코스피 1 ·코스닥 3 대 반등 종합 ']",93043
294,2020-01-13,100500,2020.01.12,"[' 우린 해외 취업  지방전문대의 특별한 교육', '제1회 대한민국 바른채용 컨퍼런스 이달 31일 개최', '삼성전자  글로벌 시가총액 18위로 껑충  인텔 제쳤다', ' 주간전망 실물지표로 옮겨지는 관심 삼성전자 6만원시대 임박', '지역 기업 손잡고  인재확보  키워드 넣자  말뫼의 눈물→말뫼의 기적  탈바꿈', '삼성전자  글로벌 시가총액 18위  추가 상승 기대 ', '이름에 텔레콤·화학 떼고 미래지향적으로 SK계열사들은 社名 변경 중', '반도체 투톱이 상승장 주도  IT株 낙수효과 기대 분할매수 관심', ' SK하이닉스·퀄컴·인텔  CES 채운 반도체  脫IT·車선점 ', ' 반도체 대형주 급등  삼성전자 비중 큰 펀드 수익률 강세', '홍남기  올해 경제성과  성장률로 말하겠다 ', '반도체 상승은 강세장 신호탄   1월 효과 기대감 여전', '삼성전자 기업가치 세계 18위 인텔 누르고 1년새 10계단상승', ' CES 결산  글로벌 스탠다드 된 삼성·LG 혁신은  글쎄 ', ' 증시풍향계  미중 무역합의 서명·이란사태 추이 주목']",93754
295,2020-01-14,100500,2020.01.13,"['SK하이닉스  국내 최초 전사업장  폐기물 매립 제로  인증', '코스피  외국인 매수에 상승 마감 2220선 회복', '코스피  개인·외국인 매수에 하락 출발 후 상승 전환', ' fn마감시황  코스피  1 대 상승 마감 사흘째 강세', ' 종합 삼성전자 6만원  터치 ·SK하이닉스 10만원  돌파  반도체株 최고가 행진', 'SK하이닉스  국내 최초로 전 사업장에서  폐기물 매립 제로  인증 받아', 'SK하이닉스 모든 공장  폐기물 매립 제로  인증', ' SK하이닉스  52주 신고가 경신  단기·중기 이평선 정배열로 상승세', '삼성전자 3 000 000원 시대 새 역사 썼다', '유펭 장  中 AI산업 발전  정부와 대학 지원 덕분이죠 ', '13일  거래소 기관 순매도상위에 전기 전자 업종 5종목', '13일  거래소 외국인 순매수상위에 전기 전자 업종 6종목', ' 사설  삼성전자 같은  스타  10개  20개 나올 기업환경이 시급하다', ' 특징주 SK하이닉스  사상 첫 10만원 돌파', '반도체로 향한 외국인 투심 수출 업고 당분간  GO ', '연초부터 메모리 현물가 급등 반도체 조기회복론 부상', ' 오션브릿지  현저한 저평가 상태  이베스트투자증권', ' 나도 15억짜리 집 없는데 부동산대책  서민은 안심하시라 ', 'SK하이닉스  전 사업장  폐기물 매립 제로  인증 국내 최초', '삼성전자 6만원·SK하이닉스 10만원 벽 뚫었다 또 최고가 종합 ', ' 그래픽  SK하이닉스 주가 추이', 'SK하이닉스 주가 장중 10만원 돌파 최고가 또 경신', '코스피  외국인 매수에 1 대 급등 2 230선 육박 종합 ', '코스피  상승 동력 이어가기 장중 2 210선 돌파 종합 ', ' 현행 재무제표  기업 배당여력 과대평가 우려 개선 시급 ', '용인시  2022년까지 용인정수장 정수량 10만t→20만t 증설']",94396
296,2020-01-15,98200,2020.01.14,"[' 특징주  삼성전자·SK하이닉스 또 역대 최고가 경신', '외국인 8일 연속 매수 코스피  신고가  터치', '코스피  미중 무역합의 서명 앞두고 나흘째 강세 2240선 출발', ' fn마감시황  코스피  4일 연속 상승세   0 43 상승', ' SK하이닉스  52주 신고가 경신  Good Memories For Memory    유진투자증권  BUY 유지 ', '삼성·SK  반도체 재고 빠지자 주가 날았다', '10대 증권사 2020 증시 전망  반도체  슈퍼 사이클  올 것 코스피 2400 돌파 넘본다', ' 하나UBSIT코리아  수익률 19 로 1위', ' 수출 본격 반등에 대다수 상장사 영업익 늘 듯 증시 부활 기대상승 ', '14일  거래소 외국인 순매수상위에 전기 전자 업종 5종목', '14일  거래소 기관 순매도상위에 전기 전자 업종 6종목', '삼성·SK  반도체 업황 회복 현대車  실적개선 한국조선해양  수주 확대', ' 특징주 삼성전자·SK하이닉스  또 역대 최고가 경신', '삼성전자  6만원  액면분할 전으로 환산하면 ', '코스피  미중 합의 기대감에 강세 中 환율조작국 해제', ' 빚내서 풀매수  주식 신용거래 사상 최대', '무역협상 낙관론 지속 상승 키워드  반도체 와  중국 ', '삼성전자 사상 최고가에도 신중한 4Q 실적전망', '충북 시민단체  SK하이닉스 LNG발전소 건설 부동의해야 ', '삼성전자·SK하이닉스 주가  제자리  마감', ' 특징주  삼성전자·SK하이닉스 1 대 동반 급등 연일 신고가', '삼성전자·SK하이닉스  상승세 멈추고  숨 고르기 ', ' 기록행진  삼성전자·SK하이닉스 주가  얼마나 더 오르나 종합 ', ' 기록행진  삼성전자·SK하이닉스 주가  얼마나 더 오르나', '코스피  강한 상승세 지속 2 240선 돌파 출발 종합 ', '코스피  미중 관계개선 기대에 나흘째 상승 2 240선 육박 종합 ', '대내외악재 진정에 넘치는 유동성 새해 증시에  1월효과  확산', '대내외악재 진정에 넘치는 유동성 새해 증시에  1월효과  확산 종합 ']",94758
297,2020-01-16,99200,2020.01.15,"['너도나도 밀어주니 쑥쑥  소부장  올해 실적 기대되네', '삼성전자·네이버 외국인  주가 하락해도 우량주는 안팔았다', '블랙록의 경고  기후리스크 외면한 기업엔 투자 안해 ', '코스피  외국인·기관 매도 공세에 하락 마감', '코스피  외국인·기관 매도에 하락 출발', '6만원 찍고 숨 고르는 삼성전자  다시 올라간다', '폴리텍  반도체 특화캠퍼스 문 연다', ' fn마감시황  코스피  닷새 만에 하락 2230선 위태', '15일  거래소 기관 순매도상위에 전기 전자 업종 6종목', '동진쎄미켐  포토레지스트 공장 증설', '동진쎄미켐  포토레지스트 공장 증설한다', '15일  외국인 거래소에서 삼성전자  1 67    현대차  0 86   등 순매도', '5거래일만 하락한 코스피  매물 소화 중 ', 'YIK  삼성전자 장비 국산화 DDR5 양산 수혜 기대 ', ' 반도체전사  6년간 6200명 키운다', '5달새 돈 20  불린 장·차관들 비결은  文 대통령 따라하기 ', '본격화된 반등장세  퍼지는 온기', '미중 무역합의 앞두고 코스피 2220선 등락', '코스피  외국인 매도에 하락 출발 2 230선 등락 종합 ', '코스피  닷새 만에 하락 마감 2 230선 턱걸이 종합 ', '위축됐던 투자심리 살아났나 국내증시 거래도 늘었다', 'SK증권  작년 4분기 실적추정치 하락 올 실적개선은 유효 ']",95181
298,2020-01-17,99000,2020.01.16,"['코스피  미·중 무역 협상 완료에도 약세 전환', ' 개미의 힘  반등한 코스피  2250선 코앞', ' 큰손’ 연기금  연초 수익률도  짭짤’', '16일  거래소 외국인 순매도상위에 화학 업종 5종목', '삼성전자 법인세 세율  라이벌  인텔의 2 4배', ' 셀트리온 3형제 합병  누가  얼마나 이익볼까', '떠났던 외국인이 돌아오네  SK텔레콤  주가 화답할까', '코스피  미중 무역합의 서명에도 약보합 출발', ' 바이코리아  코스피 외국인 시총 비율 13년여만에 최고', '코스피  미중 무역합의 효과에 또 상승 9개월만에 최고 종합 ', ' 특징주  삼성전자  외국인  사자 에 또 최고가 기록', '코스피  상승 출발 후 혼조세 2 230선 등락 종합 ']",95545
299,2020-01-20,99900,2020.01.19,"[' 알루미늄 콘덴서 케이스업체중 우리 가격·품질 따라올곳 없다 ', 'SK하이닉스  반도체 브레인  집결 창사 이래 최대 R amp;D센터 내달 열어', '배당 ETF 죽쒀도 15  高수익 상품 있다', ' 바이 코리아  외국인 비중 40  시대', '삼성전자  시스템반도체·카메라모듈 수요 확대 등', '자산 2조원 이상 상장사 10곳 중 8곳은 여성이사 없어']",95960
300,2020-01-21,99300,2020.01.20,"['코스피  외국인 매수에 상승 2260선 회복', '코스피  외국인 매수에 상승 출발 2260선 강보합', 'OTT에 차세대게임기까지 반도체 겹호재', '이재명 “기업발전 경제성장 핵심열쇠  공정”', ' fn오전시황 코스피  돌아온 외국인에 2260선 상승세', ' fn오후시황 코스피  외국인·기관·연기금 매수에 상승세', ' fn마감시황 코스피  외국인·연기금 매수에 2260선 상승세', '4분기 영업이익 추정치 뚝뚝 반도체 장비株 어닝쇼크 우려', '10년간 시총 수십배 코스피  슈퍼 스타 들', 'SK그룹  행복경영이 SK 미래  근무시간 10 는 직원 자기계발 시간으로', '“정보기술 IT  업종 쏠림은 글로벌 트렌드”', '20일  기관 거래소에서 LG화학  6 31    KODEX 레버리지  1 5   등 순매수', '코스피 상단 열렸나 종가 15개월만 2260선 안착', '외국인 순매수 코스피  2260선  등락', '인사말 하는 김동섭 SK하이닉스 대외협력총괄사장', '인사말 하는 김동섭 SK하이닉스 대외협력총괄사장', '인사말 하는 김동섭 SK하이닉스 대외협력총괄사장', '이재명  유능한 경제인일수록 공정환경 선호 ', '국민연금 투자기업 21   쥐꼬리 배당  주총시즌 공방 예고', '코스피  2 260선 돌파 마감 15개월 만에 최고 종합 ', '청주산단 근로자 위한 24시간 국공립어린이집 3월 개원', '코스피  외국인 매수에 상승 출발 장중 2 260선도 돌파 종합 ']",96278
301,2020-01-22,101000,2020.01.21,"[' 인사  삼성전자   삼성SDS   삼성전기 등', '꺾인 코스피 상승세 2240선 붕괴', '코스피  외국인·기관 동반 매도 속 2260선 혼조세', '30대 그룹  5년새 임직원 10만명 가까이 늘었다', '법원  민간기업 성과급  퇴직금 산정에 포함 안돼 ', '스타벅스보다 5년 간 종업원 더 많이 늘린 기업은 ', ' 이슈  700선 눈 앞에 둔 코스닥 IT 중소형株 중심 반격 채비', '21일  거래소 기관 순매도상위에 전기 전자 업종 5종목', 'SK머티리얼즈  1Q 실적 예상 밑돌 것 키움', '이재명  기업발전과 경제성장 공정이 핵심 열쇠 ', '5년간 일자리 최다 창출 기업은 CJ올리브네트웍스 2위 스타벅스', ' 인사  한국수자원공사', '코스피 하락 출발 후 혼조세 2 260선 공방 종합 ', '코스피  잇단 대외 악재에 1 대 급락 2 230선으로 후퇴 종합 ']",96727
302,2020-01-23,98700,2020.01.22,"['코스피   태평양 건넌 우한 폐렴  여진에 혼조세', ' fn오전시황 코스피  기관 매수에 상승', ' 반도체 디램 가격 상승 전망  수급개선 가시화  KB증권', ' fn마감시황 코스피  기관 매수에 1 대 상승   2260선 회복', ' 20년 연속 영업익 1兆 이상  국내기업은 삼성전자·포스코 2곳뿐', '20년째 영업익 1조 넘는 기업 삼성전자·포스코 딱 두 곳뿐', '거래소  호가단위 촘촘하게 바꾼다', ' 인사  한라그룹 ; 금성백조 ; 산업은행 등', '22일  거래소 기관 순매수상위에 전기 전자 업종 3종목', '22일  거래소 외국인 순매도상위에 전기 전자 업종 4종목', ' 우한폐렴  극복한 증시  결국 펀더멘털은 이긴다 ', ' 수급  복병 만난 삼성전자  실적 딛고 더 오를까', '삼성전자·포스코만 20년 넘게 영업이익 1조원 달성', '코스피   우한 폐렴  불안 딛고 1  급등 2 260선 회복 종합 ', '코스피 하락 출발후 혼조 장중 2 240선 회복 종합 ']",96915
303,2020-01-28,96300,2020.01.27,"['여전히 뜨거운 땅값 지난해 3 92  올라', '파운드리 시장  수요증가·투자확대로 성장 가속도', 'LG화학·SK하이닉스 내달 회사채 1兆씩 찍는다', '깜짝 실적에 설레는 증시 눈 높이는 하락 추세']",96857
304,2020-01-29,97900,2020.01.28,"[' Hot Line   유니테스트  2019년 매출 2000억원 근접 추정 ', '현대차 中공장 휴무 주재원 가족 긴급귀국', '우한 폐렴 우려에 코스피 급락 장중 2190선 붕괴', ' 종합   우한 폐렴  공포에 코스피·코스닥 3 대 급락 2180선 붕괴', ' 특징주  삼성바이오로직스  폭락장 속에서도 나홀로 강세', ' 검은 화요일  코스피 3 대 급락 2170선까지 밀려', ' 우한폐렴 한국기업들 비상  주재원 귀국시키고 中전역 출장 금지령', '28일  기관 거래소에서 삼성전자  3 29    SK하이닉스  2 43   등 순매수', '28일  외국인 거래소에서 삼성전자  3 29    SK하이닉스  2 43   등 순매도', '中 진출 국내 기업들 초비상  주재원 긴급 철수 지시  우한 폐렴 장기화 땐 생산 차질 불가피 ', '제일기획  영업이익 전년대비 13  증가', ' 테크윙  52주 신고가 경신  전일 기관 대량 순매수', '코스피 낙폭 확대 3 39 하락 삼바는 장중 신고가', '우한폐렴 걸린 코스피 2  급락  삼성전자도 3 하락', '전세계 덮친  우한폐렴 쇼크  코스피도 3  급락', '추문 딛고 반등하던 엔터주   신종폐렴  날벼락에 우수수', ' 특징주 시총상위주 하락 삼성전자 6만원 밑돌아', '기업들 신종코로나  초비상  잇단 철수·출장금지·가족복귀 종합2보 ', '기업들 신종코로나  비상 체제  가동 삼성·SK 등 TF 꾸려', '기업들도 신종코로나  초비상  잇단 철수·출장금지·가족복귀 종합 ', '경기개선 기대감에 시총 상위 10개중 7개 목표주가상승', '코스피  신종코로나 충격에 3 대 급락 2 180선 붕괴 종합 ', '코스피  신종코로나 공포에 급락 장중 2 190선 붕괴 종합 ', ' 증시신상품  한국투자증권  연 7 6  수익 추구 ELS 모집']",96956
305,2020-01-30,94000,2020.01.29,"[' Editor s Letter  반도체 턴어라운드의 조건', '반도체 턴어라운드 Part Ⅰ5G가 끌고 AI가 밀고   연초부터 메모리 현물가 급등  지나친 낙관 금물', '반도체 턴어라운드   한국 경제 버팀목 반도체 바닥쳤나  올해 업황 회복 기대  메모리 편중 리스크 여전', '2020년 재계 경영 트렌드 짚어보니     고객’이 으뜸  조직 문화 혁신에 방점', '코스피   신종 코로나 패닉 의 반발 매수세에도 2190선 탈환 실패', ' 우한폐렴 공포 vs 美심리지표 양호  코스피  강보합세로 출발', '경기도교육청 SK하이닉스  경기꿈의대학 운영  업무협약 ', '삼성·SK하이닉스 다시 담는 外人', ' fn오전시황  우한폐렴 확산 속 코스피 반등', ' fn마감시황  코스피  사흘만에 상승 마감 개인 강한 매수세', ' 우한폐렴 공포 에도 외국인  IT株는 샀다', '29일  외국인 거래소에서 LG생활건강  3 43    삼성전자  0 51   등 순매수', '집값 오르자 미분양 아파트도 웃돈', ' 단독 SK하이닉스  지난해 1700  줬던 성과급 안준다 왜 ', '경기도교육청 SK하이닉스  경기꿈의대학 운영 업무협약', '추문 딛고 반등하던 엔터주   신종폐렴  날벼락에 우수수', ' 경기 꿈의 대학 에 SK하이닉스 로봇 강좌 개설', '작년 반도체 불황에 SK하이닉스 성과급 건너뛴다', '4대그룹 순위  삼성 독보적 1위 2위 놓고 현대차·SK  치열 ', '정의당  국회의원 보수 최저임금 5배 이내로  최고임금제 공약 종합 ', '코스피  신종코로나 불안속 반등 마감 2 180선 회복 종합 ', '삼성전자  노조가입 독려 이메일 두차례 일괄삭제  논란 ', '삼성전자  노조가입 독려 이메일 두차례 일괄삭제 논란 종합 ', '코스피   신종코로나  불안에 2 170대 보합권 등락 종합 ']",96674
